address,cuisine,lat,lon,name,opening_hours,phone,website,wheelchair_accessible
Address not available,thai,51.5938786,-0.1683953,Bankok Thai,,,,unknown
"585, Garratt Lane, London, SW18 4ST",,51.439489,-0.1866091,Roxie Steak Earlsfield,,,,unknown
Address not available,chinese,51.563715,-0.0590753,Wu,,,,unknown
"206, Mare Street, London, E8 3RD",vietnamese,51.5432586,-0.0550835,hai ha,Mo-Fr 12:00-23:00; Sa 13:30-22:00; Su 14:00-21:30,,https://haihaonline.co.uk/,unknown
"23, Warren Street, London, W1T 5LX",mediterranean,51.5238171,-0.1405954,Hugs and Bites,Mo-Th 08:30-22:30; Fr 08:30-23:00; Sa 10:00-22:30; Su 10:00-22:00,,https://hugsandbites.com,unknown
"87, New Road, London, E1 1HH",,51.5170172,-0.0626214,Needoo Grill,,,,unknown
"8, Adelaide Street",,51.5091438,-0.1256946,Tandoor Chop House,,+44 20 3096 0359,,yes
"17a, Bruton Street, London, W1J 6QB",chinese,51.5102904,-0.1449086,Hakkasan,,+44 20 7907 1888,https://hakkasan.com/,yes
Address not available,italian,51.5112502,-0.1478097,C London,,,http://www.crestaurant.co.uk/,no
"103, Newington Butts, London, SE1 6SF",,51.4926052,-0.1009415,Sabor Peruano Internacional,,,,unknown
Address not available,,51.5342702,-0.1393726,Inamo,,,,unknown
"17, Commercial Street, London, E1 6NE",steak,51.5159971,-0.0728015,RockIT Steakhouse,Mo-Su 12:00+,+44 20 3551 6320,http://rockit.menu/,yes
"22, Wardour Street, London, W1D 6QQ",japanese;burger,51.5111387,-0.1318288,Ichibuns,,,,limited
Address not available,seafood,51.6308559,-0.1748732,Matthew's Kitchen Seafood & Grill,,+44 20 3609 3336,https://matthewskitchen.london/,unknown
"880, High Road, London, N12 9RH",turkish,51.6190083,-0.1764552,Istanbul,,,https://online.istanbulfinchley.co.uk,unknown
Address not available,,51.4886563,-0.0958026,Heip Phat,,,,unknown
"8-9, Blacklands Terrace",,51.4917193,-0.1612992,The Five Fields,,+44 20 7838 1082,https://www.fivefieldsrestaurant.com/,unknown
"18, Old Compton Street",american,51.5136518,-0.1302381,The Breakfast Club,,,https://thebreakfastclubcafes.com,unknown
"Yeoman Street, London, SE8 5ER",,51.4907929,-0.0386595,The Pear Tree,Mo-Su 07:00-23:00,+44 20 7237 6171,https://www.thepeartreekitchen.co.uk/,yes
Address not available,,51.4280152,-0.1005093,Fat Ox,,,,unknown
"66, York Way, London, N1 9AG",thai,51.5338316,-0.1221532,Ekachai,"Mo-Sa 12:00-15:00,17:00-22:00; Su 12:00-15:00,17:00-21:00",+44 7719 193780,https://www.ekachai.co.uk/,yes
"1, The Triangle, Kingston upon Thames, KT1 3RU",fish_and_chips,51.4083935,-0.2739072,KingFish,"Mo,Tu 11:00-21:00; We-Sa 11:00-21:30",,,unknown
"148, Clapham Manor Street",italian,51.4638562,-0.135021,Sorella,"Mo off; Tu-Fr 12:00-22:00; Sa 12:00-14:30,17:00-22:00; Su 12:00-15:00",,https://www.sorellarestaurant.co.uk/,unknown
Address not available,thai,51.5138415,-0.1340565,Busaba,,,,yes
"1, Queensway",chinese,51.5105785,-0.1872374,New Fortune Cookie,,+44 20 7727 7260,,unknown
"20, Mercer Street, London, WC2H 9HD",,51.5139899,-0.1270911,Monmouth Kitchen,,,,unknown
"60-62, Old Compton Street",british,51.5127729,-0.1325693,Balans Soho Society,Fr-Sa 09:00-06:00; We-Th 09:00-05:00; Mo-Tu 09:00-23:00; Su 09:00-01:00,,https://www.balans.co.uk,unknown
"167-169, Wardour Street",indian,51.5146779,-0.1350279,Tamarind Kitchen,,+44 20 7287 4243,http://tamarindkitchen.co.uk/,unknown
"788, Holloway Road",mediterranean,51.5545749,-0.114384,Neza,,,,unknown
"231 - 232, High Street, Bromley, BR1 1DN",asian,51.4040491,0.017984,Wagamama,Mo-Su 11:00-23:00,,,yes
Address not available,,51.5271199,-0.0796717,Nest,,,https://www.nestfood.co.uk/,unknown
Address not available,,51.484662,-0.2017585,Pickywops Vegan Pizza,,,,unknown
"64, Brick Lane, London, E1 6RF",korean;italian,51.5187403,-0.0713934,Vegan Yes,Mo-We 16:00-21:00; Th-Sa 12:30-22:00; Su 12:30-20:00,,https://veganyes.co.uk,no
"5, Wardour Street, London",international,51.5107132,-0.1317583,Vantra Loungevity,Mo-Sa 12:00-23:00; Su 13:00-21:00,+44 20 7287 5222,https://www.vantra.co.uk/,unknown
"6, Chepstow Road, London, W2 5BH",,51.515538,-0.195069,Seasons 52 Bistrot,,,,unknown
"120, Union Street, London, SE1 0FR",,51.5038535,-0.0984717,Union Viet Cafe and Restaurant,,,http://www.unionviet.com/,yes
Address not available,,51.5111635,-0.1349748,Ham Yard Restaurant and Bar,,,,yes
"31, Great Windmill Street",,51.5114939,-0.1345554,Inigo Sushi,,,https://www.inigofoods.com/,unknown
"12, Denman Street",indian,51.5108012,-0.1351471,Kricket,,,https://kricket.co.uk/soho/,unknown
"14, Denman Street",american,51.5108066,-0.1352549,Dirty Bones,Mo-Th 12:00-23:00; Fr 12:00-24:00; Sa 11:00-24:00; Su 11:00-22:00,,https://dirty-bones.com/locations/soho,unknown
"17, Air Street",italian,51.5106652,-0.1368424,Il Conte,,+44 20 7434 1823,,unknown
"4, Warwick Street",japanese,51.5107616,-0.1374895,So Japanese,,,https://www.sorestaurant.com/,unknown
"84, Brewer Street",burger,51.5107435,-0.1371345,Honesto,,+44 20 7287 1318,,unknown
"3, Portman Mews South",indian,51.5145656,-0.1557101,Roti Chai (Dining Room),Mo-Sa 12:00-22:30; Su 12:30-21:00,,https://www.rotichai.com/,unknown
"656-658, Garratt Lane, London, SW17 0NP",pizza,51.4334863,-0.1851399,Figli del Vesuvio,,,https://figlidelvesuvio.com/,unknown
"10, Golden Square",korean,51.5116724,-0.1364903,Mukbang Pocha,,+44 20 3987 5570,https://www.mukbangpocha.co.uk/,unknown
"82, Caledonian Road, London, N1 9DN",korean,51.5329126,-0.1192489,OISO,Mo-Fr 11:00-15:00,,,unknown
"2, Riverlight Quay, London, SW11 8AW",indian,51.4821099,-0.1370023,Chokhi Dhani,,,,unknown
"260, Lee High Road, London, SE13 5PL",indian,51.4585529,0.0025813,Spice of Life,,,,unknown
"1, Brewery Lane, Twickenham, TW1 1AA",,51.4503693,-0.3318962,The Crane Tap,,,,unknown
"16, D'Arblay Street",,51.5145071,-0.1365931,Unnamed Restaurant,,,,unknown
"89-91, Bayham Street, London, NW1 0AG",kebab,51.5378193,-0.1404688,What the Pitta,Su-Th 12:00-21:00; Fr-Sa 12:00-22:00,,https://whatthepitta.com/what-the-pitta-camden-2/,unknown
Address not available,chinese,51.4866103,-0.3000985,Real Dragon,,,,yes
"52, Poland Street",,51.5142266,-0.1368814,Unnamed Restaurant,,,,unknown
"219, Lee High Road, London, SE13 5PQ",indian,51.4587669,0.0054682,Chilli Indian Street Kitchen,,+44 20 8297 1113,https://redchillilewisham.co.uk/,unknown
"318, Lee High Road, London, SE13 5PJ",indian,51.4585881,0.0051642,Panas Gurkha,,,,unknown
"111 - 113, Waterloo Road, London, SE1 8UL",pizza,51.5027732,-0.1103387,Crust Bros,,+44 20 3034 3424,https://www.crustbros.co.uk/,unknown
Kingly Court,greek,51.5126889,-0.1389569,The Life Goddess,,,https://www.thelifegoddess.com/,unknown
Kingly Court,japanese;ramen,51.5125182,-0.1387417,Shoryu,,,https://www.shoryuramen.com/,unknown
Kingly Court,,51.5127806,-0.1389737,The Good Egg,,,https://www.thegoodegg.co/,unknown
"74-76, Rushey Green, London, SE6 4HW",chicken;portuguese,51.4477789,-0.0183078,Nando's,Mo-Su 11:30-09:30,,https://www.nandos.co.uk/restaurants/catford,limited
"1, Lee High Road, London, SE13 5PB",caribbean;burger,51.4592955,-0.0031738,Wood Fire Caribbean,,,,unknown
"18, Lee High Road, London, SE13 5PB",ghanaian,51.4588639,-0.0020432,Imma Kandey,,,,unknown
"134, Lee High Road, London, SE13 5PR",indian,51.4597265,-0.0041939,The Darjeeling,,,,unknown
"26, Ganton Street, London, W1F 7QY",local,51.5129198,-0.1393343,Mother Mash,,,,no
"1, Dalston Square, London, E8 3GU",international,51.5454869,-0.0747409,Mildreds,Mo-Fr 08:30-22:00; Sa-Su 09:00-22:00,+44 20 8017 1815,https://www.mildreds.co.uk/dalston/,yes
"254, Paradise Row, London, E2 9LE",venezuelan,51.5285808,-0.0562229,Arepa & Co,,,,unknown
"110, Barking Road, London, E16 1EN",pizza;pasta;breakfast,51.5169773,0.0112692,Zzetta Pizza,,+44 20 3904 7074,https://www.zzetta.co.uk/,unknown
"16-22, Great Russell Street, London, WC1B 3NN",,51.5172283,-0.1291801,Dalloway Terrace,Mo-Su 08:00-22:30,+44 20 7347 1221,https://dallowayterrace.com/,unknown
"286-290, Cambridge Heath Road, London, E2 9DA",pizza,51.5341865,-0.0571002,Flat Earth,Mo off; Tu-Fr 08:00-22:00; Sa 12:00-22:00; Su 12:00-20:00,+44 20 7998 6556,https://www.flatearthpizzas.com/,yes
"35, Sclater Street, London, E1 6LB",,51.5236575,-0.072833,Smokestak,,,,unknown
Address not available,british,51.5191808,-0.1542402,Yeotown,,,,unknown
"109-125, Knightsbridge, London, SW1X 7RJ",burger;seafood,51.501755,-0.1598077,Burger & Lobster,Mo-Sa 12:00-22:30; Su 12:00-22:00,+44 20 7201 8676,https://www.burgerandlobster.com/,unknown
"34b, Peckham High Street, London, SE15 5DP",african,51.4731458,-0.0714606,Tiwa 'N' Tiwa,Mo-Th 12:00-23:00; Fr-Sa 12:00-00:00; Su 12:00-22:00,+44 20 3737 5331,,unknown
"278, St. Paul's Road, London, N1 2LH",,51.5463589,-0.10067,Tootoomoo,,,,unknown
"29, Maddox Street",indian,51.5129193,-0.1421196,Bombay Bustle,,+44 20 7290 4470,https://www.bombaybustle.com/,unknown
"11, Maddox Street",japanese,51.5133164,-0.1416412,Unnamed Restaurant,,+44 20 7629 3000,,unknown
Address not available,,51.4707801,-0.1709129,Unnamed Restaurant,,,,unknown
Mill Street,seafood,51.5124622,-0.142295,Black Roe,,+44 20 3794 8448,https://www.blackroe.com/,unknown
"23, Conduit Street, London, W1S 2XS",japanese,51.5119693,-0.1424438,Tokimeite,,,https://www.tokimeite.com/,limited
Address not available,,51.479689,-0.2900815,The Botanical Brasserie,,,,no
Address not available,japanese,51.5112652,-0.142892,Tsukiji Sushi,,,,unknown
"398, Garratt Lane, London, SW18 4HP",indian,51.4407667,-0.1871377,Nazmin's,,+44 20 8946 2219,https://www.nazmins.com/,unknown
"406, Garratt Lane, London, SW18 4HP",fish_and_chips,51.4405602,-0.1870881,Marina,,,,unknown
"394, Garratt Lane, London, SW18 4HP",korean;japanese,51.4408684,-0.1871635,Donburi & Co,,,,unknown
"15, New Burlington Place",italian,51.5123491,-0.141036,Ristorante Frescobaldi,,+44 20 3693 3435,https://www.frescobaldi.london/,unknown
"8, Heddon Street",japanese,51.511025,-0.1394127,Heddon Yokocho,,+44 20 3405 7230,https://www.sakaguralondon.com,unknown
"35-37, Heddon Street, London, W1B 4BR",spanish,51.5113855,-0.1396714,Sabor,,,https://www.saborrestaurants.co.uk/,unknown
"1-5, Bloomberg Arcade, London, EC4N 8AR",indian;barbecue,51.5126188,-0.091782,Brigadiers,,+44 20 3319 8140,https://brigadierslondon.com/,yes
"2-8, Bloomberg Arcade, London, EC4N 8AR",dumplings;taiwanese,51.5124503,-0.0919606,BAO City,Mo-Sa 12:00-23:00,,https://baolondon.com/restaurant/bao-city/,yes
"298-299, Cambridge Heath Road, London, E2 9HA",burger,51.5322132,-0.0572027,Love Shack,"Mo off; Tu 17:00-23:00; We,Th 17:00-00:00; Fr 17:00-01:00; Sa 11:00-01:00; Su 11:00-22:00",,https://www.loveshackldn.com/,unknown
"8a, Sackville Street",chinese,51.5093756,-0.1379554,Murger Han,,+44 20 7734 0300,www.murgerhan.com/,unknown
"3, Piccadilly Place",japanese,51.5093488,-0.1371041,Restaurant Yoshino,,+44 20 7287 6622,https://yoshino.net/,unknown
"31-33, Throgmorton Street, London, EC2N 2AT",,51.5148639,-0.0872406,Coya,,,https://www.coyarestaurant.com/london-angel-court/,yes
"43, Queen Victoria Street, London, EC4N 4SF",vietnamese,51.5124577,-0.0928517,Dan Pho,Mo-Fr 11:00-15:00,,,unknown
"39, Queen Victoria Street, London, EC4N 4SF",seafood,51.5124762,-0.0927626,Sweetings,Mo-Fr 11:30-14:00,+44 20 7248 3062,http://info@sweetingsrestaurant.co.uk,unknown
"8, Regency Place, London, SW1P 2EB",chicken;pizza;noodles;cake;sandwich;breakfast;coffee_shop,51.4946789,-0.1324358,Astral Café,,,,unknown
"45-46, Red Lion Street, London, WC1R 4PF",italian,51.5198728,-0.1174863,Isolabella,,,,no
"101, Dulwich Road, London, SE24 0NG",,51.4530386,-0.1042652,Kaya,,,,unknown
"113, Dulwich Road, London, SE24 0NG",jamaican,51.4529342,-0.1038884,Little Ochi,,,,unknown
"10, Dover Street",,51.5081363,-0.1417501,MNKY HSE,,,https://www.mnky-hse.com/,unknown
Address not available,indian,51.5818916,-0.1578517,Shahi Pakwaan,,,,unknown
"13, Berkeley Street",,51.5082498,-0.1431367,Unnamed Restaurant,,,https://www.cojean.co.uk/,yes
"15a, Berkeley Street",sushi,51.5084143,-0.1432995,Nobu,,,https://www.noburestaurants.com/,yes
"17, Berkeley Street",chinese,51.5086434,-0.1436037,Park Chinois,,+44 20 3327 8888,https://parkchinois.com/,no
"44-46, Southwark Street, London, SE1 1UN",australian;coffee_shop,51.5049005,-0.0942771,Lantana,Mo-Fr 07:30-22:30; Sa 09:00-22:30,+44 20 7403 2633,https://lantanacafe.co.uk,limited
"3-4, West Park Walk, London, E20 1DH",,51.5468182,-0.0101255,Bobo & Wild,,,https://www.boboandwild.co.uk/,unknown
"27, Bruton Place",,51.5108422,-0.1451041,The Cocochine,,,https://us.leica-camera.com/Stores-Dealers/Leica-Stores-Worldwide/Leica-Store-London-Mayfair,no
"14-16, Bruton Place, London",japanese,51.511358,-0.1443836,Umu,,,https://www.umurestaurant.com/,unknown
Address not available,pizza,51.6158117,-0.2447111,PizzaExpress,,,https://www.pizzaexpress.com/mill-hill-the-broadway,unknown
Address not available,italian,51.615562,-0.2455211,Prezzo,,,,unknown
"22, Seven Sisters Road, London, N7 6AG",korean;italian,51.5582845,-0.1183233,Vegan Yes,Mo-Su 11:30-21:00,,,unknown
"30, Woburn Place",korean,51.5244813,-0.127931,WingWing Krispy Chicken,Mo-Su 11:00-23:00,,https://www.wingwing.co.uk/,unknown
Address not available,indian,51.6139245,-0.2486722,Mill Hill Tandoori,,,,unknown
"20, The Broadway, London, NW7 3DA",,51.6142206,-0.2480525,Mani and Nick's,,,,unknown
Address not available,sushi,51.61398,-0.2486528,Zushi,,,,unknown
Address not available,italian,51.5979327,-0.2796166,Pomodoro Rosso,,,,unknown
Address not available,fish_and_chips,51.6146226,-0.2470078,Cannons Fish & Chips,,,,unknown
"54, Brook's Mews",french,51.5126035,-0.1469749,La Petite Maison,,,http://www.lpmlondon.co.uk/london,unknown
Address not available,spanish;tapas,51.5407729,-0.2018725,Canaletes,,,,unknown
"12-16, Blenheim Grove, London, SE15 4QL",burger,51.4696491,-0.0693762,Honest Burgers,,,https://www.honestburgers.co.uk/locations/peckham/,unknown
"41, Fulham High Street, London, SW6 3JJ",,51.470491,-0.2104471,Pappa Ciccia,,,,unknown
"43, South Molton Street",,51.5139831,-0.1483117,Jak's,,,http://www.jaksmayfair.co.uk/,limited
Address not available,indian,51.5940533,-0.2848713,Sugar and Spice Lounge,,,,unknown
"146, High Road Leytonstone, London, E15 1UA",indian,51.55207,0.0058893,Village Flavours,,,,unknown
"11a, Station Way, London, SE15 4RX",barbecue,51.4701094,-0.0693298,Coal Rooms,,,https://www.coalroomspeckham.com,unknown
"30, Brook Street",japanese,51.5131306,-0.1463976,Ikeda,,,https://www.ikedarestaurant.com/,limited
"349, Lower Addiscombe Road, Croydon, CR0 6RG",indian,51.3824309,-0.0679632,Zafran,,,,unknown
"11, Woodstock Street",,51.5143223,-0.147705,Neo Bistro,,+44 20 7499 9427,http://www.neobistro.co.uk,unknown
"32-34, High Street, Croydon, CR0 1YB",caribbean,51.3726584,-0.1005943,The Dutchie,Mo-Th 11:30-23:00; Fr-Sa 11:30-00:00; Su 13:00-20:00,0208 667 0132,https://www.the-dutchie.com/,unknown
"7A, The Green, London, W5 5DA",italian,51.5113299,-0.3050737,Osteria Del Portico,,+44 20 8840 3297,,unknown
"180, High Road Leytonstone, London, E11 3HU",caribbean,51.5530262,0.0055703,Caribbean Flavours Restaurant,,,,unknown
"228, High Road Leytonstone, London, E11 3HU",indian,51.5542824,0.0053622,Bombay Night,,,,unknown
Address not available,japanese,51.5159939,-0.1769235,Wasabi,,,,yes
"45, London Wall, London, EC2M 5TE",indian,51.5171058,-0.0882479,Post Office (take away),,,,yes
"Montfichet Road, London, E20 1GL",thai,51.542326,-0.0085017,Busaba,,,,yes
"Montfichet Road, London, E20 1GL",pizza,51.5425387,-0.008169,Super Club Roma,,,,yes
"102, The Street, London, E20 1EN",wings,51.5427402,-0.0066111,Wa Wa Wings,,,,unknown
"82, Vestry Road, London, SE5 8PQ",kurdish,51.4709652,-0.0824028,Nandine,We-Th 10:00-16:30;Fr-Sa 10:00-22:00;Su 10:00-17:00,+44 20 8001 8322,,unknown
"99, George Street, Croydon, CR0 1LD",american,51.3748174,-0.0938482,The Breakfast Club,,,,unknown
"99, George Street, Croydon, CR0 1LD",sushi,51.3751076,-0.0938655,YO! Sushi,,,,unknown
"6-8, Kenway Road, London, SW5 0RR",lebanese,51.4928563,-0.1933888,Orjowan,Mo-Su 12:00-23:00,+44 20 7370 3074,https://orjowan.co.uk/#home,unknown
"68, Millman Street, London, WC1N 3EF",indian,51.523586,-0.1178408,Salaam Namaste,,+44 20 7405 3697,http://salaam-namaste.co.uk,unknown
"68-86, Cromwell Road, London, SW7 5BT",english,51.4952466,-0.1818734,Scoff & Banter,,+44 20 7666 1891,https://scoffandbanter.com/,unknown
"777-787, Old Kent Road, London, SE15 1NZ",,51.4801635,-0.0578646,Empire Lounge,,+44 20 7358 1745,,unknown
"69, Sydenham Road, London, SE26 5UA",,51.4262317,-0.0510473,Chef's Delight,"Mo-Sa 09:00-20:30, Su 10:00-20:30",,,unknown
"303, Kirkdale, London, SE26 4QD",chicken;portuguese,51.4271992,-0.0558708,Nando's,,,https://www.nandos.co.uk/restaurants/sydenham,unknown
"40B, Sydenham Road, London, SE26 5QF",vietnamese,51.4260573,-0.0520059,Vietsan,"Tu-Fr 12:00-15:00,17:00-21:30; Sa 12:00-21:30; Su 12:00-21:00",+44 20 3441 5350,https://www.vietsan.co.uk,unknown
"58, Sydenham Road, London, SE26 5QE",,51.4258982,-0.0505642,Golden City,,,,unknown
"142, Sydenham Road, London, SE26 5JZ",caribbean,51.4255791,-0.0454802,Healthy Options,,,,unknown
"164, Sydenham Road, London, SE26 5JZ",caribbean,51.42556,-0.0445215,Jerk Garden,,,,unknown
"116, High Road Leyton, London, E15 2BX",,51.5540481,-0.0049588,We Serve Humans @ Leyton Star,,,,unknown
"7, Lower Addiscombe Road, Croydon, CR0 6PQ",indian,51.3809074,-0.0889262,The Banana Leaf,,,,unknown
"60, Lower Addiscombe Road, Croydon, CR0 6AA",,51.3803069,-0.0869488,Spice Corner,,,,unknown
"162-164, Cherry Orchard Road, Croydon, CR0 6BB",,51.3800748,-0.0868743,Unnamed Restaurant,,,,unknown
"65, South Audley Street",chinese,51.5087664,-0.1516042,Kai Mayfair,,+44 20 7493 8988,https://www.kaimayfair.co.uk/,unknown
"70, Wapping Wall, London, E1W 3SS",italian,51.5066676,-0.0524549,Il Bordello,,,,unknown
"9, Denmark Street",steak_house,51.5151361,-0.1295384,Flat Iron Tottenham Court Road,,,https://flatironsteak.co.uk/restaurant/tottenham-court-road/,limited
"Imperial Wharf, London",,51.4730692,-0.1815571,Thyme & Honey,,,,yes
"7, Pepys Street, London, EC3N 4AF",,51.5108433,-0.0780037,Natural Kitchen,,,,yes
"2-4, Gateforth Street",,51.5244767,-0.1689547,Original Lahore,,,http://www.originallahore.com/,unknown
"9-11, Woodville Road, Thornton Heath, CR7 8LH",caribbean,51.3993714,-0.0978955,Jam Rock,,,,unknown
"60, Beulah Road, Thornton Heath, CR7 8JF",brazilian,51.4032456,-0.1005948,Cantinho do Goias 3,,,,unknown
"207-209, Portobello Road",thai,51.5162028,-0.2053356,Brown Rice,,,,unknown
Address not available,,51.5118848,-0.1757263,Island Grill,,,,unknown
"573, High Road Leytonstone, London, E11 4PB",greek,51.5610525,0.008282,URBN Lounge & Grill,,,,unknown
"150, Seymour Road, London, E10 7LX",,51.5661734,-0.0255695,Sodexo at Lammas School,,,,unknown
"92, Newman Street, London, W1T 3EZ",malaysian,51.5163303,-0.1350223,Laksamania,"Mo off; Tu 17:00-21:00; We-Th 12:00-15:00,17:00-21:00; Fr-Sa 12:00-15:00,17:00-21:30; Su 12:00-15:00,17:00-20:00",+44 20 7637 9888,https://laksamania.co.uk/,unknown
Address not available,chinese,51.5074084,-0.1529098,China Tang,,,,unknown
Address not available,,51.50717,-0.1523237,Alain Ducasse at The Dorchester,,,,unknown
"102, Cavendish Road, London, E4 9NG",,51.6060446,-0.00674,WF Catering at Selwyn Primary School,,,,unknown
"101, Leyton Green Road, London, E10 6DB",,51.5760602,-0.0082746,WF Catering at Belmont Park School,,+44 20 8556 0006,https://www.belmontparkschool.com/,unknown
"48-55, Tavistock Square, London, WC1H 9EU",indian,51.5241823,-0.1285245,Poppadom Express,Mo-Sa 10:00-00:00; Su 12:00-00:00,,,unknown
"4, Noel Street, London, W1F 8GB",,51.5152482,-0.1357946,Scarlett Green,"Mo 07:45-23:00; Tu,We 07:45-24:00; Th-Sa 08:45-24:00; Su 08:45-18:15",,,unknown
"55, Curzon Street",indian,51.5072855,-0.1454437,Matsya,,,http://www.matsyadining.com/,unknown
Address not available,,51.5079445,-0.1442553,May Fair Kitchen,,,https://www.mayfairkitchen.co.uk/,yes
"1174, High Road, London, N20 0LH",chinese,51.6277211,-0.1745029,Good Fortune Club,"Mo-Th 12:00-22:00, Fr-Sa 12:00-23:00, Su 12:00-21:00",,,unknown
Address not available,indian,51.503514,-0.0773423,Gunpowder + Custard,,,,unknown
"4, Crown Square, London, SE1 2SE",grill,51.5037975,-0.0777772,The Coal Shed,,,https://coalshed-restaurant.co.uk/london/,unknown
"38, Clarges Street, London, W1J 7EN",japanese,51.5067349,-0.1451164,Aragawa,,,http://www.miyama-restaurant.co.uk/miyama-mayfair/index.htm,unknown
Address not available,,51.5066651,-0.1450753,Ormer Mayfair,,,,unknown
Address not available,,51.5518348,-0.109998,Highbury Canteen,,,,unknown
"5, White Horse Street",,51.5060226,-0.1458992,Hatchetts,,,https://www.hatchetts.london/home,unknown
"1, Ropemaker Street, London, EC2Y 9AW",,51.5189931,-0.0898621,Spagbowl,,,,unknown
"5b, Shepherd Street, London, W1J 7HP",polish;mexican,51.5061822,-0.14664,L'Autre,,+44 20 7499 4680,,unknown
"18, Shepherd Market",japanese,51.5066813,-0.1463744,Taka,,,https://www.takalondon.com/,unknown
"30, Shepherd Market",french,51.506548,-0.1465149,Ferdi,,,https://www.ferdi-restaurant.com/,unknown
"46-48, Shepherd Market",mediterranean,51.5066229,-0.1469213,L'Eto,,,https://letocaffe.co.uk/,unknown
"1026, Harrow Road, London, NW10 5NN",brazilian,51.5310903,-0.2303523,Manos Grill,,,,unknown
"1024, Harrow Road, London, NW10 5NN",brazilian,51.5310533,-0.2302475,Império Do Sabor,,,,unknown
Address not available,,51.4982585,-0.1135094,Florentine,,,,unknown
Address not available,,51.5084278,-0.141571,Gumkhana Indian restaurant,,,,unknown
"23-24, Henrietta Street",,51.5110097,-0.1243945,Avobar,Mo-Th 08:00-20:00; Fr 08:00-22:00; Sa-Su 09:00-22:00,,https://www.avobar.co.uk/,yes
"34-38, Southampton Street, London, WC2E 7HG",,51.5107609,-0.1220317,Frog by Adam Handling,,+44 20 7199 8370,https://www.frogbyadamhandling.com/,unknown
"5, Trebeck Street, London, W1J 7LT",fine_dining,51.506456,-0.1472202,Noble Rot Mayfair,"Mo-Sa 12:00-14:30, 18:00-21:30",0207 101 6770,https://noblerot.co.uk/,unknown
"1, Shepherd Market",french,51.5063457,-0.1464386,L’Artiste Muscle,,,,limited
"51-52, Hertford Street",lebanese,51.5062715,-0.1478115,Al Sultan,,+44 20 7408 1155,https://alsultan.co.uk/,unknown
"360, Lower Addiscombe Road, Croydon, CR0 7AF",indian,51.3832955,-0.0654556,Vujon,,,,unknown
"136-138, Wickham Road, Croydon, CR0 8BE",italian,51.3742371,-0.0511053,Lorenzo,,,,unknown
"147, Wickham Road, Croydon, CR0 8TE",diner,51.3747076,-0.0498017,Cadillac Diner,,,,unknown
"186, Wickham Road, Croydon, CR0 8BG",,51.374469,-0.0495375,Romeo,,,,unknown
"184, Wickham Road, Croydon, CR0 8BG",indian,51.3744556,-0.049622,Rupees,,,,unknown
"248, Wickham Road, Croydon, CR0 8BJ",,51.3749523,-0.0471302,The Far Eats,,,,unknown
"42-44, Great Windmill Street, London, W1D 7NB",,51.5110656,-0.1341599,Sophie's,,+44 20 7836 8836,https://www.sophiessteakhouse.com/soho,unknown
"118, Piccadilly",peruvian,51.5044212,-0.1478277,Landmark,,+44 20 7042 7118,https://www.coyarestaurant.com/london-mayfair/,unknown
"246, St Paul's Road, London, N1 2LJ",,51.546702,-0.0993061,Yida Sushi,,,https://yidasushi.co.uk/,unknown
Address not available,,51.5499045,-0.1912324,The Cedar,,,,unknown
"59, Wells Street, London, W1A 3AE",,51.5176105,-0.138651,ROVI,,,https://ottolenghi.co.uk/,unknown
Address not available,japanese,51.5051193,-0.1501366,Nobu,,,,unknown
"572, Wickham Road, Croydon, CR0 8DN",grill,51.3767516,-0.0332345,Shirley Meze Grill & Bar,,,,unknown
"576, Wickham Road, Croydon, CR0 8DN",indian,51.3767683,-0.0330797,Indian Paradise,,,,unknown
"580-582, Wickham Road, Croydon, CR0 8DN",,51.3767832,-0.0328803,Belvedere Grill & Bar,,,,unknown
"22, Park Lane, London, W1K 1BE",french;fine_dining,51.5055369,-0.1501387,Galvin at Windows,"Mo-We 12:00-14:30,17:30-22:00; Th-Fr 12:00-14:30,17:30-22:30; Sa 11:45-14:30,17:30-22:30; Su closed",+44 20 7208 4021,https://www.galvinatwindows.com/,yes
Hamilton Place,italian,51.5045477,-0.1501139,Amaranto,,,,unknown
"48, Knightsbridge",middle_eastern,51.5024206,-0.1574141,Al Basha,Mo-Su 12:00-24:00,,https://www.albasha.uk/,unknown
"9, Knightsbridge Green",iraqi,51.5014291,-0.1625693,Al Maskoof,,,,unknown
Knightsbridge Green,,51.5011472,-0.1622735,Mazaya Restaurant,,,https://www.mazayarestaurants.com/,unknown
"49, Aldgate High Street, London, EC3N 1AL",italian,51.5142353,-0.0742784,Satyrio,Mo-Fr 11:30-23:00; Sa 17:00-23:00,+44 20 7488 3334,https://satyrio.co.uk/,unknown
"16, Cheval Place",indian;pakistani,51.4988131,-0.1667735,Shezan,,,https://www.shezan.co.uk/,unknown
"245, Poplar High Street, London, E14 0BE",,51.5088898,-0.01032,Cravings Dessert,,,,unknown
"150, Hoxton Street, London, N1 6SH",pie_and_mash;british,51.5322945,-0.0800001,F. Cooke,,,,unknown
"150, Shaftesbury Avenue, London, WC2H 8HL",,51.5137256,-0.1282428,Bali Bali,,,,unknown
"1, Crossrail Place, London, E14 5AR",american,51.5062855,-0.0192336,Big Easy,,,,yes
"1, Crossrail Place, London, E14 5AR",ramen,51.5060902,-0.0183725,Ippudo,"Su-Th 11:30-21:30; Fr,Sa 11:30-22:00",,,limited
